vars,id,creation_time,failed,failed_reason,time_of_death,type,fingerprint_hash,recruiter_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,entry_information,status,elt_id,elt_id_max,time_credit,estimated_max_time_credit,progress,time_credit_fixes,progress_fixes,page_uuid,page_count,aborted,complete,answer,answer_accumulators,sequences,branch_log,for_loops,failure_tags,base_payment,performance_reward,unpaid_bonus,total_wait_page_time,answer_is_fresh,browser_platform,module_state_id,current_trial_id,trial_status,awaited_async_code_block_process_id,class,object_type,aborted_modules,started_modules,finished_modules,module_id,mit_consent,sex,languages_in_order_of_proficiency,liked_experiment,find_experiment_difficult,encountered_technical_problems
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T03:07:05.256523"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T03:01:46.029712"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes"", ""find_experiment_difficult"": ""No"", ""encountered_technical_problems"": ""No""}",11,2026-02-26 03:00:58,False,,,Participant,3c9d3c3fb4e20793e30ce58fe9daf4e3,prolific,699fb6b3464473ad605ac30c,66f9a40196d53f05f2232cff:699fb6b3464473ad605ac30c,699f9178c0a64a38138a36ca,live,2026-02-26 03:07:40,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",8024191b-09ff-2328-bdb5-36d244f3c057,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 126.0.0.0 on Chrome OS 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,English,Yes,No,No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T03:45:04.662288"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T03:28:33.923683"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",12,2026-02-26 03:27:56,False,,,Participant,da7db1a91eddd99686960f2f1f8ff6f1,prolific,699fbd9970ae50db2ae5ca27,699e0febbc2176ed36aa2d02:699fbd9970ae50db2ae5ca27,699f9178c0a64a38138a36ca,live,2026-02-26 03:45:51,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",20bc3064-685b-4ff8-c6cc-e0b3262fc682,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,yes,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T03:44:04.889240"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T03:41:00.911422"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""no"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""n/a""}",13,2026-02-26 03:40:18,False,,,Participant,57066494b7e2491f43c05182c5395231,prolific,699fc0901f1efea8bed5e3d6,5f2df2c58df9de1511266128:699fc0901f1efea8bed5e3d6,699f9178c0a64a38138a36ca,live,2026-02-26 03:44:30,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",014584d9-750d-bb0a-0354-94206926952c,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 144.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,english,no,no,n/a
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T04:07:52.060134"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T04:02:11.642776"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Enjoyable. I hope I utilized the correct words as the movements were very close on some of them between jogging and running. Good luck with the research!"", ""find_experiment_difficult"": ""No - just hard to determine between a jog and a run. "", ""encountered_technical_problems"": ""None.""}",14,2026-02-26 04:01:25,False,,,Participant,7bb6b3c3d8edea858c265aa2a63fdfb0,prolific,699fc4b760af08831f53ef9a,5c309bb410677f0001dda0ed:699fc4b760af08831f53ef9a,699f9178c0a64a38138a36ca,live,2026-02-26 04:09:06,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",cf8c7efc-71d3-0de2-5507-150558c646e0,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 144.0.0.0 on Chrome OS 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,Enjoyable. I hope I utilized the correct words as the movements were very close on some of them between jogging and running. Good luck with the research!,No - just hard to determine between a jog and a run. ,None.
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T04:57:11.967663"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T04:50:18.853810"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""I did it was interesting and challenging."", ""find_experiment_difficult"": ""A little actually, but in a fun way."", ""encountered_technical_problems"": ""Nope no issues at all.""}",15,2026-02-26 04:49:40,False,,,Participant,37187d3ef6b2b3821c5730825b3f1437,prolific,699fd0d54e89119baf039192,66f63aeba07bb69cb2f44c32:699fd0d54e89119baf039192,699f9178c0a64a38138a36ca,live,2026-02-26 04:58:02,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",8dd2eb53-78dc-162a-4f2f-c072348ae91a,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,I did it was interesting and challenging.,"A little actually, but in a fun way.",Nope no issues at all.
{},16,2026-02-26 04:53:02,False,,,Participant,92085030c02a9120c0a2ede69aa476ac,prolific,699fd1a06d7c3e7d0dd09648,698bf7df3e0b8e83634158c4:699fd1a06d7c3e7d0dd09648,699f9178c0a64a38138a36ca,live,2026-02-26 04:55:22,,,"{""recruiter"": ""prolific""}",returned,[1],[187],0.0,451.5,0.0,[],[],ffebe88e-0d5c-8e43-58c5-d41f47355755,1,False,False,,[],[],[],{},"[""assignment_returned"", ""premature_exit""]",1.25,0.0,0.0,0.0,False,,45.0,,,,Participant,Participant,[],"[""mit_consent""]",[],mit_consent,,,,,,
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T05:00:35.763547"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T04:57:26.529077"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",17,2026-02-26 04:54:26,False,,,Participant,0a0edfbb03780ae9439fb83eafb21a21,prolific,699fd1c53fe8dafc7b2e9f88,6692c893ffa8d76ccb029717:699fd1c53fe8dafc7b2e9f88,699f9178c0a64a38138a36ca,live,2026-02-26 05:00:58,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",76b98d2f-e27f-e455-c8dc-cf6a8acc9b14,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,english,yes,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T05:02:20.052987"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T04:55:04.545545"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""non"", ""encountered_technical_problems"": ""no""}",18,2026-02-26 04:54:35,False,,,Participant,227676feea971505fb4a370c1ad565f6,prolific,699fd1ca91b98e0a356c5a26,663140c398e19ff9b77d4663:699fd1ca91b98e0a356c5a26,699f9178c0a64a38138a36ca,live,2026-02-26 05:03:25,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",ffe58e75-7238-2755-27b8-d4454a970fa9,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 143.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,english,yes,non,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T05:01:35.427996"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T04:56:46.804437"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes!"", ""find_experiment_difficult"": ""No"", ""encountered_technical_problems"": ""none""}",19,2026-02-26 04:55:57,False,,,Participant,3e41791aa79591acfde49faadaa0dae7,prolific,699fd24132e88f4d6d9c6c1b,650f45b5d220cbfbc5801dfb:699fd24132e88f4d6d9c6c1b,699f9178c0a64a38138a36ca,live,2026-02-26 05:02:18,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",7741985e-e133-f03a-b137-1b9c5cc8d5af,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,English,Yes!,No,none
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T05:03:20.287324"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T04:57:06.514854"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""I enjoyed my time watching the little guy run and walk."", ""find_experiment_difficult"": ""No I didn't. Only curious about its purpose. "", ""encountered_technical_problems"": ""No I did not. ""}",20,2026-02-26 04:56:25,False,,,Participant,8ed505947830f6f8508d6200e29a1ca4,prolific,699fd232a4e18f46a2d5e3f6,6779d0e560ce37d982f31caf:699fd232a4e18f46a2d5e3f6,699f9178c0a64a38138a36ca,live,2026-02-26 05:04:33,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",77d7e919-bcb3-f2b6-b7ef-9c7409dffd11,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 144.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,I enjoyed my time watching the little guy run and walk.,No I didn't. Only curious about its purpose. ,No I did not. 
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T17:30:51.988077"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T17:28:30.522722"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""it was fine"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",21,2026-02-26 17:27:54,False,,,Participant,bb256638f7bab62b57343a4897d76148,prolific,69a0828fea466b74cf9a2190,676325864a29c405dab887a0:69a0828fea466b74cf9a2190,699f9178c0a64a38138a36ca,live,2026-02-26 17:31:16,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",523cf24a-896f-8047-efed-dd5aa0ac3d45,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,english,it was fine,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T17:31:47.108133"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T17:28:06.571024"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""yes, but i think i might have wrote joffing instead of jogging at least once, sorry! "", ""find_experiment_difficult"": ""a little, i wasn't sure if I should use other walking related verbs"", ""encountered_technical_problems"": ""none""}",22,2026-02-26 17:27:55,False,,,Participant,9c2c6862d23bb32aebbd9a903b312500,prolific,69a082922e455c685d3d10dd,5f4c722074dfe876eaa57716:69a082922e455c685d3d10dd,699f9178c0a64a38138a36ca,live,2026-02-26 17:32:42,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",ef88d938-8351-4c72-5448-ebc181ffde05,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,english,"yes, but i think i might have wrote joffing instead of jogging at least once, sorry! ","a little, i wasn't sure if I should use other walking related verbs",none
