vars,id,creation_time,failed,failed_reason,time_of_death,type,fingerprint_hash,recruiter_id,worker_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,entry_information,status,elt_id,elt_id_max,time_credit,estimated_max_time_credit,progress,time_credit_fixes,progress_fixes,page_uuid,page_count,aborted,complete,answer,answer_accumulators,sequences,branch_log,for_loops,failure_tags,base_payment,performance_reward,unpaid_bonus,total_wait_page_time,client_ip_address,answer_is_fresh,browser_platform,module_state_id,current_trial_id,trial_status,awaited_async_code_block_process_id,class,object_type,aborted_modules,started_modules,finished_modules,module_id,mit_consent,sex,languages_in_order_of_proficiency,liked_experiment,find_experiment_difficult,encountered_technical_problems
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-12T14:54:26.024149"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:50:45.840037"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:52:02.340610"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes"", ""find_experiment_difficult"": ""No"", ""encountered_technical_problems"": ""No""}",61,2026-03-12 14:50:18,False,,,Participant,0d2f5ce590115dc7cd93aced50031810,prolific,6782ccf0a230f3375ceb043c,69b2d29ce4b25a38590a788a,6782ccf0a230f3375ceb043c:69b2d29ce4b25a38590a788a,69af6eadc1dcf8f1a404ad6d,live,2026-03-12 14:54:50,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",483c9a43-1fb3-7387-a944-11001bffb056,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,73.131.76.196,True,Chrome 143.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,female,English,Yes,No,No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-12T14:55:26.144939"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:50:47.669416"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:51:22.828639"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes"", ""find_experiment_difficult"": ""Sort of"", ""encountered_technical_problems"": ""no""}",62,2026-03-12 14:50:19,False,,,Participant,649134522edec5c92f91107c5958453a,prolific,59db7128e776fd00015ec895,69b2d296bdb4aeac99e6ee60,59db7128e776fd00015ec895:69b2d296bdb4aeac99e6ee60,69af6eadc1dcf8f1a404ad6d,live,2026-03-12 14:55:47,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",b4b64a93-0035-72b6-1f03-ae8d95d2ddb0,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,198.207.210.134,True,Chrome 146.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,female,English,Yes,Sort of,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-12T14:56:26.731908"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:50:47.332559"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:51:32.544438"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""somewhat"", ""encountered_technical_problems"": ""no problems""}",63,2026-03-12 14:50:20,False,,,Participant,7e5aefd55d51cc2fba492a9866ce3921,prolific,5e9b443223881d04be740737,69b2d2a10405800f4af78cb7,5e9b443223881d04be740737:69b2d2a10405800f4af78cb7,69af6eadc1dcf8f1a404ad6d,live,2026-03-12 14:57:00,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",610c1b67-7933-d9b9-d040-ed599a264b18,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,70.91.214.13,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,female,English,yes,somewhat,no problems
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-12T14:55:44.096445"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:51:45.952802"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:52:29.484120"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""maybe a little. would be easier if i had an example of what you thought was similar and disimilar"", ""encountered_technical_problems"": ""no""}",64,2026-03-12 14:50:42,False,,,Participant,043b411d9bd9bea49879e070ba16d2a4,prolific,607de1d7c7cc25b639f63026,69b2d2b53df33cca920a7882,607de1d7c7cc25b639f63026:69b2d2b53df33cca920a7882,69af6eadc1dcf8f1a404ad6d,live,2026-03-12 14:56:43,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",7ae87de4-ca4f-8bdb-6bab-cf59419b85f3,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,162.255.95.201,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,female,english,yes,maybe a little. would be easier if i had an example of what you thought was similar and disimilar,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-12T14:56:04.260965"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:51:13.596822"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:52:04.256122"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""No""}",65,2026-03-12 14:50:42,False,,,Participant,233c102bcc259f72b1f08803127f7fb0,prolific,64527892acde0fbd392a41d6,69b2d2ae3f53a3fb04a7b2d8,64527892acde0fbd392a41d6:69b2d2ae3f53a3fb04a7b2d8,69af6eadc1dcf8f1a404ad6d,live,2026-03-12 14:56:46,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",5a81931c-3a84-95e4-48f2-3d054c8a4373,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,75.26.14.237,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,female,English,yes,no,No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-12T14:58:42.906705"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:52:59.551829"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:53:50.475786"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes, it was easy and simple."", ""find_experiment_difficult"": ""It wasn't bad. I could fairly easily estimate the similarity between the figures."", ""encountered_technical_problems"": ""No""}",66,2026-03-12 14:52:23,False,,,Participant,ee080cd8b5280e56fa42cf76b03477cf,prolific,5a2f1f0f2937000001eae2b1,69b2d289c52460afd7e89728,5a2f1f0f2937000001eae2b1:69b2d289c52460afd7e89728,69af6eadc1dcf8f1a404ad6d,live,2026-03-12 14:59:52,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",c8d477c1-513a-9b5a-0d39-88ce56b9213b,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,70.40.249.201,True,Chrome 145.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,male,English,"Yes, it was easy and simple.",It wasn't bad. I could fairly easily estimate the similarity between the figures.,No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-12T15:03:30.133471"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:58:46.036412"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:59:31.904950"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no problems""}",67,2026-03-12 14:53:20,False,,,Participant,0f4c0921c55999ca86e2ddaa03fbbe5a,prolific,668a6f07c623b9b9500b962f,69b2d28d11a44b6faa7bf45a,668a6f07c623b9b9500b962f:69b2d28d11a44b6faa7bf45a,69af6eadc1dcf8f1a404ad6d,live,2026-03-12 15:04:37,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",374f0000-83d1-0acc-a37b-da27f99876e7,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,104.53.45.215,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,male,English,yes,no,no problems
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-12T15:05:55.776364"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:55:47.792434"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T14:57:08.243020"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes"", ""find_experiment_difficult"": ""No"", ""encountered_technical_problems"": ""No""}",68,2026-03-12 14:54:01,False,,,Participant,e8959743e38f2ee195f2b632dc9c6268,prolific,679332b7a7378f8f63f9ab84,69b2d2915a2664db56e6ee6c,679332b7a7378f8f63f9ab84:69b2d2915a2664db56e6ee6c,69af6eadc1dcf8f1a404ad6d,live,2026-03-12 15:06:56,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",8ce18ba1-d121-7ae9-1f8b-c558afd12bff,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,223.29.141.127,True,Chrome 131.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,male,English,Yes,No,No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-12T15:21:32.384248"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T15:13:04.351019"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-12T15:14:09.562917"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""it was ok"", ""find_experiment_difficult"": ""a little easy"", ""encountered_technical_problems"": ""no""}",69,2026-03-12 15:12:11,False,,,Participant,63b1922b4ecdfb23b4121b0332e6ae67,prolific,5eace152e25d6800091dd418,69b2d2a8befe5cd6927d3645,5eace152e25d6800091dd418:69b2d2a8befe5cd6927d3645,69af6eadc1dcf8f1a404ad6d,live,2026-03-12 15:22:41,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",f467a0d7-8b28-75ff-3581-afa91081d231,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,69.251.112.81,True,Chrome 145.0.0.0 on Chrome OS 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,female,English,it was ok,a little easy,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-13T03:30:45.742749"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:27:35.480149"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:28:05.025517"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes!"", ""find_experiment_difficult"": ""Nope"", ""encountered_technical_problems"": ""No""}",70,2026-03-13 03:27:18,False,,,Participant,58d26b34b8afc7b2ea5cecdf91460649,prolific,60318abd5f6c24103dd02a1f,69b3840bfe7124be835b075d,60318abd5f6c24103dd02a1f:69b3840bfe7124be835b075d,69af6eadc1dcf8f1a404ad6d,live,2026-03-13 03:31:09,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",5241c74d-072f-f50d-e98c-bcf14d72443c,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,24.19.173.158,True,Chrome 116.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,male,English,Yes!,Nope,No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-13T03:31:05.017438"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:28:06.449052"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:28:46.181619"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English "", ""liked_experiment"": ""Yes "", ""find_experiment_difficult"": ""No but some of the two movements didn't load on my screen "", ""encountered_technical_problems"": ""Some of the movements didn't load on my screen ""}",71,2026-03-13 03:27:28,False,,,Participant,83306f3ca6a0c25d407794dd30c70da7,prolific,62e3007fd78a0537dbe4fcbd,69b3840b0cfaa84455100bb3,62e3007fd78a0537dbe4fcbd:69b3840b0cfaa84455100bb3,69af6eadc1dcf8f1a404ad6d,live,2026-03-13 03:32:44,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",afe806cf-2b17-d154-685f-935b96aef702,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,24.239.245.135,True,Chrome 145.0.0.0 on Linux 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,male,English ,Yes ,No but some of the two movements didn't load on my screen ,Some of the movements didn't load on my screen 
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-13T03:33:54.397450"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:27:52.405841"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:28:42.302006"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes it was interesting"", ""find_experiment_difficult"": ""A little bit"", ""encountered_technical_problems"": ""N/A""}",72,2026-03-13 03:27:30,False,,,Participant,3307878cd92384bc6e53d5dce4acbebc,prolific,6735226eb110b62ab50658d9,69b38413db438472fe8b0c6e,6735226eb110b62ab50658d9:69b38413db438472fe8b0c6e,69af6eadc1dcf8f1a404ad6d,live,2026-03-13 03:34:36,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",4fd4923f-c61a-1fe3-cfed-ef7884d8577a,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,66.18.180.160,True,Chrome 145.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,male,English,Yes it was interesting,A little bit,N/A
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-13T03:34:17.518792"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:28:51.819324"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:29:47.902183"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""no"", ""find_experiment_difficult"": ""a little"", ""encountered_technical_problems"": ""no""}",73,2026-03-13 03:27:43,False,,,Participant,f7db48e95c5970e4ab84d4f436b79353,prolific,655f8b8f7ee2491a2184b5cc,69b383f91d977beccac353d9,655f8b8f7ee2491a2184b5cc:69b383f91d977beccac353d9,69af6eadc1dcf8f1a404ad6d,live,2026-03-13 03:34:58,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",adf1ed46-a7fc-99e6-aafc-ce19ad99f3b2,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,73.26.162.4,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,female,english,no,a little,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-13T03:35:23.933187"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:29:16.649065"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:30:28.731778"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes!"", ""find_experiment_difficult"": ""Somewhat. At times, it was difficult to distinguish the degree of difference."", ""encountered_technical_problems"": ""None""}",74,2026-03-13 03:27:43,False,,,Participant,6ef5f9e6bd3e35855db0f8e17982ad89,prolific,6475208cd6045ed7c2e281ab,69b384053bcd29f4deddeafc,6475208cd6045ed7c2e281ab:69b384053bcd29f4deddeafc,69af6eadc1dcf8f1a404ad6d,live,2026-03-13 03:36:31,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",df8a8603-5fc6-2545-2014-6adb5b8ffd59,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,73.117.118.130,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,female,English,Yes!,"Somewhat. At times, it was difficult to distinguish the degree of difference.",None
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-13T03:31:25.973338"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:28:04.071899"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:28:33.972965"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes, it was interesting to see the differences and it wasn't too long of a study so it wasn't too repetative as a result."", ""find_experiment_difficult"": ""I thinking making the choice in the start was hard in the sense, where I didn't have a range of motion to judge them yet. It wasn't hard once I did more tasks."", ""encountered_technical_problems"": ""NA""}",75,2026-03-13 03:27:47,False,,,Participant,8323e8cc31f402702a95a2563c6a70fb,prolific,65cb708afe5755feaeec417f,69b3841d8075ac2d6ead7586,65cb708afe5755feaeec417f:69b3841d8075ac2d6ead7586,69af6eadc1dcf8f1a404ad6d,live,2026-03-13 03:32:50,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",e3405f43-8dae-5c5f-cd29-857d5033e7c2,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,73.206.254.35,True,Chrome 145.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,female,English,"Yes, it was interesting to see the differences and it wasn't too long of a study so it wasn't too repetative as a result.","I thinking making the choice in the start was hard in the sense, where I didn't have a range of motion to judge them yet. It wasn't hard once I did more tasks.",NA
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-13T03:35:11.649900"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:29:52.211528"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:30:55.676531"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",76,2026-03-13 03:28:32,False,,,Participant,39f71000562fe333094eb1bab6b7bedc,prolific,699256aeba8067767183a7cb,69b3841f5dddd2b385e810a2,699256aeba8067767183a7cb:69b3841f5dddd2b385e810a2,69af6eadc1dcf8f1a404ad6d,live,2026-03-13 03:35:49,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",ff292c6f-739e-91f2-d5d1-7fcc1b75ac14,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,66.24.47.209,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,female,English,yes,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-13T03:40:49.292952"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:33:58.172461"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:35:20.441392"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""ENGLISH"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",77,2026-03-13 03:33:32,False,,,Participant,5eafd724c2367879943d45dc89b5bc6a,prolific,6296bef3248bf76cc113926b,69b383f6dd979e6ad01fd1fe,6296bef3248bf76cc113926b:69b383f6dd979e6ad01fd1fe,69af6eadc1dcf8f1a404ad6d,live,2026-03-13 03:41:14,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",584abd06-14da-ac0c-75dc-1c1f475581ed,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,71.222.35.73,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,male,ENGLISH,yes,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-03-13T03:47:36.637792"", ""__label_practice__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:38:20.036699"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-03-13T03:41:30.404127"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes"", ""find_experiment_difficult"": ""Not at all"", ""encountered_technical_problems"": ""No technical problems""}",78,2026-03-13 03:35:00,False,,,Participant,7a710725c622a33fd54337436c76f40d,prolific,67b8f459f36ac348b98d6cad,69b3841c493cd0a2949fd4df,67b8f459f36ac348b98d6cad:69b3841c493cd0a2949fd4df,69af6eadc1dcf8f1a404ad6d,live,2026-03-13 03:48:39,2.5,,"{""recruiter"": ""prolific""}",approved,"[344, 4, 1]","[348, 5, 2]",515.0,515.0,1.0,[],"[1.0, 1.0]",171e0b1d-a409-7b17-68dc-186a12dbd1d5,53,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],2.5,0.0,0.0,0.0,172.59.214.183,True,Chrome 130.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_practice"", ""label_experiment"", ""feedback""]",,True,female,English,Yes,Not at all,No technical problems
